title,year,language,primary_genre,genres,director,lead_actor,has_love_triangle,review_notes
Mudhalvan,1999,Tamil,drama,"action, drama, thriller, romance",S. Shankar,Arjun,True,Verify if romance subplot is significant enough to tag as has_romance
Sooryavansham,1999,Hindi,drama,"action, drama, family, romance",K. Raghavendra Rao,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Sethu,1999,Tamil,drama,"romance, drama, thriller, action",Bala,Vikram,False,Verify if romance subplot is significant enough to tag as has_romance
Refugee,2000,Hindi,drama,"action, romance, drama, war",J.P. Dutta,Hrithik Roshan,False,Verify if romance subplot is significant enough to tag as has_romance
Annayya,2000,Telugu,drama,"action, drama, family, romance, comedy",S.V. Krishna Reddy,Chiranjeevi,True,Verify if romance subplot is significant enough to tag as has_romance
Maa Babu,2000,Telugu,drama,"drama, family, romance, action",K. Raghavendra Rao,Balakrishna,True,Verify if romance subplot is significant enough to tag as has_romance
Kabhi Khushi Kabhie Gham,2001,Hindi,drama,"drama, romance, family, musical, comedy",Karan Johar,Shah Rukh Khan,False,Verify if romance subplot is significant enough to tag as has_romance
Sometimes Happiness Sometimes Sadness...,2001,Hindi,drama,"drama, romance, family, musical",Karan Johar,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Monsoon Wedding,2001,Hindi,drama,"drama, romance, comedy, family",Mira Nair,Naseeruddin Shah,True,Verify if romance subplot is significant enough to tag as has_romance
Lajja,2001,Hindi,drama,"drama, action, adventure, romance",Rajkumar Santoshi,Madhuri Dixit,True,Verify if romance subplot is significant enough to tag as has_romance
Murari,2001,Telugu,drama,"action, romance, drama, fantasy",Krishna Vamsi,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Chori Chori Chupke Chupke,2001,Hindi,drama,"drama, romance, family",Abbas-Mustan,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Nandha,2001,Tamil,drama,"action, drama, romance",Bala,Suriya,False,Verify if romance subplot is significant enough to tag as has_romance
Zubeidaa,2001,Hindi,drama,"drama, romance, historical, musical",Shyam Benegal,Manoj Bajpayee,False,Verify if romance subplot is significant enough to tag as has_romance
Nanda,2001,Tamil,drama,"drama, action, romance",Bala,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Kabhi Khushi Kabhie Gham...,2001,Hindi,drama,"drama, family, musical, romance",Karan Johar,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Devdas,2002,Hindi,drama,"drama, romance, musical",Sanjay Leela Bhansali,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Shakti: The Power,2002,Hindi,drama,"action, drama, romance, thriller",Krishna Vamsi,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Kannathil Muthamittal,2002,Tamil,drama,"drama, romance, war, family, adventure",Mani Ratnam,Madhavan,True,Verify if romance subplot is significant enough to tag as has_romance
Koi... Mil Gaya,2003,Hindi,drama,"sci-fi, fantasy, drama, family, romance, adventure",Rakesh Roshan,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Anbe Sivam,2003,Tamil,drama,"drama, comedy, romance, adventure",Sundar C,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Baghban,2003,Hindi,drama,"drama, romance, family",Ravi Chopra,Amitabh Bachchan,True,Verify if romance subplot is significant enough to tag as has_romance
Kadhal Konden,2003,Tamil,drama,"romance, drama, thriller",Selvaraghavan,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Koi Mil Gaya,2003,Hindi,drama,"sci-fi, fantasy, drama, family, romance",Rakesh Roshan,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Kadhal Kondein,2003,Tamil,drama,"drama, romance, thriller, crime",Selvaraghavan,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Chokher Bali,2003,Hindi,drama,"drama, romance",Rituparno Ghosh,Prasenjit Chatterjee,True,Verify if romance subplot is significant enough to tag as has_romance
Swades,2004,Hindi,drama,"drama, romance, family",Ashutosh Gowariker,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Autograph,2004,Tamil,drama,"drama, romance, comedy",Cheran,Cheran,True,Verify if romance subplot is significant enough to tag as has_romance
Aayitha Ezhuthu,2004,Tamil,drama,"action, drama, thriller, romance",Mani Ratnam,Suriya,False,Verify if romance subplot is significant enough to tag as has_romance
Sankranthi,2004,Telugu,drama,"drama, comedy, family, romance",S. V. Krishna Reddy,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Yuva,2004,Hindi,drama,"action, drama, romance, thriller",Mani Ratnam,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Raincoat,2004,Hindi,drama,"drama, romance",Rituparno Ghosh,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Aaytha Ezhuthu,2004,Tamil,drama,"action, drama, romance, thriller",Mani Ratnam,Madhavan,False,Verify if romance subplot is significant enough to tag as has_romance
Water,2005,Hindi,drama,"drama, historical, romance",Deepa Mehta,Seema Biswas,False,Verify if romance subplot is significant enough to tag as has_romance
Thavamai Thavamirundhu,2005,Tamil,drama,"drama, family, romance",Cheran,Rajkiran,True,Verify if romance subplot is significant enough to tag as has_romance
Main Aisa Hi Hoon,2005,Hindi,drama,"drama, family, romance",Harry Baweja,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Kyon Ki,2005,Hindi,drama,"drama, romance, thriller",Priyadarshan,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Rang De Basanti,2006,Hindi,drama,"drama, historical, action, thriller, romance",Rakeysh Omprakash Mehra,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Omkara,2006,Hindi,drama,"drama, crime, thriller, romance",Vishal Bhardwaj,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
The Namesake,2006,Hindi,drama,"drama, romance, family",Mira Nair,Irrfan Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Classmates,2006,Malayalam,drama,"drama, romance, comedy, thriller",Lal Jose,Prithviraj,True,Verify if romance subplot is significant enough to tag as has_romance
Veyil,2006,Tamil,drama,"drama, romance, family",Vasanth,Bharath,True,Verify if romance subplot is significant enough to tag as has_romance
Veyyil,2006,Tamil,drama,"drama, action, romance, adventure",Vasanthabalan,Bharath,True,Verify if romance subplot is significant enough to tag as has_romance
Dollar Dreams,2006,Telugu,drama,"drama, comedy, romance",Sekhar Kammula,Krishnudu,False,Verify if romance subplot is significant enough to tag as has_romance
Life in a... Metro,2007,Hindi,drama,"drama, romance, comedy",Anurag Basu,Irrfan Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Happy Days,2007,Telugu,drama,"drama, comedy, romance",Sekhar Kammula,Varun Sandesh,True,Verify if romance subplot is significant enough to tag as has_romance
Paruthiveeran,2007,Tamil,drama,"action, romance, drama",Ameer Sultan,Karthi,False,Verify if romance subplot is significant enough to tag as has_romance
Rock On!!,2008,Hindi,drama,"drama, musical, romance",Abhishek Kapoor,Farhan Akhtar,True,Verify if romance subplot is significant enough to tag as has_romance
Vaaranam Aayiram,2008,Tamil,drama,"drama, romance, action, musical",Gautham Vasudev Menon,Suriya,True,Verify if romance subplot is significant enough to tag as has_romance
Fashion,2008,Hindi,drama,"drama, romance",Madhur Bhandarkar,Priyanka Chopra,True,Verify if romance subplot is significant enough to tag as has_romance
Kuselan,2008,Tamil,drama,"comedy, drama, romance",P. Vasu,Rajinikanth,True,Verify if romance subplot is significant enough to tag as has_romance
Slumdog Millionaire,2008,Hindi,drama,"drama, romance, thriller, crime, adventure",Danny Boyle,Anil Kapoor,False,Verify if romance subplot is significant enough to tag as has_romance
Wake Up Sid,2009,Hindi,drama,"drama, comedy, romance",Ayan Mukerji,Ranbir Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Dev.D,2009,Hindi,drama,"drama, romance, comedy",Anurag Kashyap,Abhay Deol,True,Verify if romance subplot is significant enough to tag as has_romance
Luck By Chance,2009,Hindi,drama,"drama, romance, comedy",Zoya Akhtar,Farhan Akhtar,True,Verify if romance subplot is significant enough to tag as has_romance
Naadodigal,2009,Tamil,drama,"drama, romance, action",Samuthirakani,Samuthirakani,False,Verify if romance subplot is significant enough to tag as has_romance
Nadodigal,2009,Tamil,drama,"drama, romance, action",Samuthirakani,Samuthirakani,False,Verify if romance subplot is significant enough to tag as has_romance
Naa Oopiri,2009,Telugu,drama,"drama, romance, comedy, family",G. Venu Gopal,Nagarjuna Akkineni,True,Verify if romance subplot is significant enough to tag as has_romance
London Dreams,2009,Hindi,drama,"drama, musical, romance",Vipul Shah,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
My Name Is Khan,2010,Hindi,drama,"drama, romance, adventure",Karan Johar,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Once Upon a Time in Mumbaai,2010,Hindi,drama,"crime, drama, thriller, action, romance",Milan Luthria,Ajay Devgn,True,Verify if romance subplot is significant enough to tag as has_romance
Guzaarish,2010,Hindi,drama,"drama, romance, musical",Sanjay Leela Bhansali,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Raajneeti,2010,Hindi,drama,"drama, crime, thriller, action, romance",Prakash Jha,Ranbir Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Angadi Theru,2010,Tamil,drama,"drama, romance",Vasanthabalan,Mahesh,True,Verify if romance subplot is significant enough to tag as has_romance
Leader,2010,Telugu,drama,"drama, romance, thriller",Sekhar Kammula,Rana Daggubati,True,Verify if romance subplot is significant enough to tag as has_romance
Zindagi Na Milegi Dobara,2011,Hindi,drama,"drama, comedy, romance, adventure",Zoya Akhtar,Hrithik Roshan,True,Verify if romance subplot is significant enough to tag as has_romance
Rockstar,2011,Hindi,drama,"drama, romance, musical",Imtiaz Ali,Ranbir Kapoor,False,Verify if romance subplot is significant enough to tag as has_romance
Vaanam,2011,Tamil,drama,"drama, action, romance, family",Boopathy Pandian,Silambarasan,True,Verify if romance subplot is significant enough to tag as has_romance
Mayakkam Enna,2011,Tamil,drama,"drama, romance, comedy",Selvaraghavan,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Deiva Thirumagal,2011,Tamil,drama,"drama, family, romance",A. L. Vijay,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Veppam,2011,Tamil,drama,"drama, romance, action, thriller",Gautham Menon (inspired),Nani,True,Verify if romance subplot is significant enough to tag as has_romance
Dhobi Ghat,2011,Hindi,drama,"drama, romance",Aamir Khan,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Mausam,2011,Hindi,drama,"drama, romance",Pankaj Kapur,Shahid Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
English Vinglish,2012,Hindi,drama,"drama, comedy, romance, family",Gauri Shinde,Sridevi,True,Verify if romance subplot is significant enough to tag as has_romance
Ustad Hotel,2012,Malayalam,drama,"drama, romance, family, comedy",Anwar Rasheed,Unknown,True,Verify if romance subplot is significant enough to tag as has_romance
Naan Ee,2012,Tamil,drama,"action, romance, drama, fantasy",S.S. Rajamouli,Sudeep,True,Verify if romance subplot is significant enough to tag as has_romance
Valkai,2012,Tamil,drama,"drama, romance, family",K. S. Gopalakrishnan,Anand Aravindakshan,True,Verify if romance subplot is significant enough to tag as has_romance
Manam Kothi Paravai,2012,Tamil,drama,"drama, romance, comedy",Seenu Ramasamy,Silambarasan,True,Verify if romance subplot is significant enough to tag as has_romance
Life Is Beautiful,2012,Telugu,drama,"drama, comedy, romance",Sekhar Kammula,Vijay Deverakonda,True,Verify if romance subplot is significant enough to tag as has_romance
Marina,2012,Tamil,drama,"drama, romance, comedy",Pandiraj,Sivakarthikeyan,True,Verify if romance subplot is significant enough to tag as has_romance
Teri Meri Kahaani,2012,Hindi,drama,"drama, romance",Kunal Kohli,Shahid Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
The Lunchbox,2013,Hindi,drama,"drama, romance",Ritesh Batra,Irrfan Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Maryan,2013,Tamil,drama,"action, romance, drama, adventure",Bharath Bala,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Kadal,2013,Tamil,drama,"drama, romance, adventure",Mani Ratnam,Arya,False,Verify if romance subplot is significant enough to tag as has_romance
Seethamma Vakitlo Sirimalle Chettu,2013,Telugu,drama,"drama, family, romance, comedy",Srikanth Addala,Venkatesh,True,Verify if romance subplot is significant enough to tag as has_romance
Highway,2014,Hindi,drama,"drama, romance, adventure",Imtiaz Ali,Alia Bhatt,False,Verify if romance subplot is significant enough to tag as has_romance
Bengaluru Days,2014,Malayalam,drama,"drama, comedy, romance, family",Anjali Menon,Unknown,True,Verify if romance subplot is significant enough to tag as has_romance
Jai Ho,2014,Hindi,drama,"action, drama, romance",Sohail Khan,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Bangalore Days,2014,Malayalam,drama,"drama, romance, comedy, family",Anjali Menon,Nivin Pauly,True,Verify if romance subplot is significant enough to tag as has_romance
Velaiilla Pattadhari,2014,Tamil,drama,"drama, comedy, romance, action",Velraj,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Velai Illa Pattadhari,2014,Tamil,drama,"drama, comedy, romance, musical",Velraj,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Madras,2014,Tamil,drama,"action, drama, romance",Pa. Ranjith,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Govindudu Andarivadele,2014,Telugu,drama,"drama, action, romance, family",Krishna Vamsi,Ram Charan,True,Verify if romance subplot is significant enough to tag as has_romance
Manam,2014,Telugu,drama,"romance, drama, fantasy, family",Vikram Kumar,Nagarjuna Akkineni,True,Verify if romance subplot is significant enough to tag as has_romance
Pannaiyarum Padminiyum,2014,Tamil,drama,"drama, romance, thriller, crime",S. U. Arun Kumar,Vijay Sethupathi,False,Verify if romance subplot is significant enough to tag as has_romance
Piku,2015,Hindi,drama,"drama, comedy, romance",Shoojit Sircar,Deepika Padukone,True,Verify if romance subplot is significant enough to tag as has_romance
Tamasha,2015,Hindi,drama,"drama, romance, comedy",Imtiaz Ali,Ranbir Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Masaan,2015,Hindi,drama,"drama, romance",Neeraj Ghaywan,Vicky Kaushal,False,Verify if romance subplot is significant enough to tag as has_romance
Dil Dhadakne Do,2015,Hindi,drama,"drama, comedy, romance, family",Zoya Akhtar,Ranveer Singh,False,Verify if romance subplot is significant enough to tag as has_romance
Srimanthudu,2015,Telugu,drama,"action, drama, romance, family",Koratala Siva,Mahesh Babu,False,Verify if romance subplot is significant enough to tag as has_romance
S/O Satyamurthy,2015,Telugu,drama,"drama, comedy, romance, family, action",Trivikram Srinivas,Allu Arjun,True,Verify if romance subplot is significant enough to tag as has_romance
Thanga Magan,2015,Tamil,drama,"action, comedy, romance, drama, family",Velraj,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Bombay Velvet,2015,Hindi,drama,"drama, crime, romance, thriller, historical, musical",Anurag Kashyap,Ranbir Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
Yevade Subramanyam,2015,Telugu,drama,"drama, romance, adventure",Nag Ashwin,Nani,True,Verify if romance subplot is significant enough to tag as has_romance
Orange Mittai,2015,Tamil,drama,"drama, romance, comedy",Biju Viswanath,Vijay Sethupathi,True,Verify if romance subplot is significant enough to tag as has_romance
Dear Zindagi,2016,Hindi,drama,"drama, romance",Gauri Shinde,Alia Bhatt,True,Verify if romance subplot is significant enough to tag as has_romance
Kapoor & Sons,2016,Hindi,drama,"drama, romance, family",Shakun Batra,Fawad Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Joker,2016,Tamil,drama,"drama, comedy, romance",Raju Murugan,Guru Somasundaram,True,Verify if romance subplot is significant enough to tag as has_romance
Brahmotsavam,2016,Telugu,drama,"drama, family, romance, comedy",Srikanth Addala,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Thozha,2016,Tamil,drama,"drama, comedy, romance, family",Vamshi Paidipally,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Dharma Durai,2016,Tamil,drama,"drama, romance, family",Seenu Ramasamy,Vijay Sethupathi,True,Verify if romance subplot is significant enough to tag as has_romance
Thaarai Thappattai,2016,Tamil,drama,"drama, musical, romance",Bala,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Arjun Reddy,2017,Telugu,drama,"drama, romance",Sandeep Reddy Vanga,Vijay Deverakonda,True,Verify if romance subplot is significant enough to tag as has_romance
Toilet - Ek Prem Katha,2017,Hindi,drama,"comedy, drama, romance, family",Shree Narayan Singh,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Tubelight,2017,Hindi,drama,"drama, war, family, romance",Kabir Khan,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Karuppan,2017,Tamil,drama,"drama, romance, action, comedy",Pandiraj,Vijay Sethupathi,False,Verify if romance subplot is significant enough to tag as has_romance
Shatamanam Bhavati,2017,Telugu,drama,"drama, family, romance, comedy",Satish Vegesna,Sharwanand,True,Verify if romance subplot is significant enough to tag as has_romance
Satamanam Bhavati,2017,Telugu,drama,"drama, romance, family, comedy",Satish Vegesna,Sharwanand,True,Verify if romance subplot is significant enough to tag as has_romance
Toilet: Ek Prem Katha,2017,Hindi,drama,"comedy, drama, romance, family",Shree Narayan Singh,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Pa Paandi,2017,Tamil,drama,"drama, romance, family, adventure",Dhanush,Dhanush,False,Verify if romance subplot is significant enough to tag as has_romance
Pariyerum Perumal,2018,Tamil,drama,"drama, romance, crime",Mari Selvaraj,Kathir,False,Verify if romance subplot is significant enough to tag as has_romance
Zero,2018,Hindi,drama,"drama, romance, comedy, sci-fi",Aanand L. Rai,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Rangasthalam,2018,Telugu,drama,"action, drama, romance, historical",Sukumar,Ram Charan,True,Verify if romance subplot is significant enough to tag as has_romance
October,2018,Hindi,drama,"drama, romance",Shoojit Sircar,Varun Dhawan,True,Verify if romance subplot is significant enough to tag as has_romance
Bharat Ane Nenu,2018,Telugu,drama,"action, drama, romance, comedy",Koratala Siva,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Kadaikutty Singam,2018,Tamil,drama,"drama, comedy, family, romance",Pandiraj,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Fanney Khan,2018,Hindi,drama,"drama, comedy, musical, romance",Atul Manjrekar,Anil Kapoor,True,Verify if romance subplot is significant enough to tag as has_romance
C/o Kancharapalem,2018,Telugu,drama,"drama, romance, anthology",Venkatesh Maha,Subba Rao,True,Verify if romance subplot is significant enough to tag as has_romance
Kumbalangi Nights,2019,Malayalam,drama,"drama, romance, comedy, family",Madhu C. Narayanan,Fahadh Faasil,True,Verify if romance subplot is significant enough to tag as has_romance
Chhichhore,2019,Hindi,drama,"drama, comedy, romance",Nitesh Tiwari,Sushant Singh Rajput,True,Verify if romance subplot is significant enough to tag as has_romance
Gully Boy,2019,Hindi,drama,"drama, musical, romance",Zoya Akhtar,Ranveer Singh,True,Verify if romance subplot is significant enough to tag as has_romance
Bharat,2019,Hindi,drama,"drama, romance, adventure, historical",Ali Abbas Zafar,Salman Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Student of the Year 2,2019,Hindi,drama,"action, romance, drama, comedy",Punit Malhotra,Tiger Shroff,True,Verify if romance subplot is significant enough to tag as has_romance
Kalank,2019,Hindi,drama,"drama, romance, historical, musical",Abhishek Varman,Varun Dhawan,True,Verify if romance subplot is significant enough to tag as has_romance
Viswasam,2019,Tamil,drama,"action, drama, family, romance",Siva,Ajith Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Maharshi,2019,Telugu,drama,"drama, action, romance, family",Vamshi Paidipally,Mahesh Babu,False,Verify if romance subplot is significant enough to tag as has_romance
Kabir Singh,2019,Hindi,drama,"drama, romance, action",Sandeep Reddy Vanga,Shahid Kapoor,False,Verify if romance subplot is significant enough to tag as has_romance
Namma Veettu Pillai,2019,Tamil,drama,"drama, action, romance, family, comedy",Pandiraj,Sivakarthikeyan,False,Verify if romance subplot is significant enough to tag as has_romance
Majili,2019,Telugu,drama,"drama, romance, sports",Shiva Nirvana,Naga Chaitanya,True,Verify if romance subplot is significant enough to tag as has_romance
Prati Roju Pandaage,2019,Telugu,drama,"drama, comedy, family, romance",Maruthi Dasari,Sai Dharam Tej,True,Verify if romance subplot is significant enough to tag as has_romance
Thappad,2020,Hindi,drama,"drama, romance",Anubhav Sinha,Taapsee Pannu,True,Verify if romance subplot is significant enough to tag as has_romance
Gypsy,2020,Tamil,drama,"drama, adventure, romance, thriller",Raju Murugan,Jiiva,True,Verify if romance subplot is significant enough to tag as has_romance
Kasada Tabara,2021,Tamil,drama,"drama, comedy, romance, thriller",Chimbu Deven,Harish Kalyan,True,Verify if romance subplot is significant enough to tag as has_romance
Gamanam,2021,Telugu,drama,"drama, romance, family",Sujana Rao,Shiva Kandukuri,True,Verify if romance subplot is significant enough to tag as has_romance
Kondapolam,2021,Telugu,drama,"drama, romance, adventure",Krish Jagarlamudi,Vaisshnav Tej,True,Verify if romance subplot is significant enough to tag as has_romance
Konda Polam,2021,Telugu,drama,"drama, romance, adventure",Krish Jagarlamudi,Vaisshnav Tej,True,Verify if romance subplot is significant enough to tag as has_romance
Laal Singh Chaddha,2022,Hindi,drama,"drama, comedy, romance, historical, adventure",Advait Chandan,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Gehraiyaan,2022,Hindi,drama,"drama, romance, thriller",Shakun Batra,Deepika Padukone,True,Verify if romance subplot is significant enough to tag as has_romance
Raksha Bandhan,2022,Hindi,drama,"comedy, drama, romance, family",Aanand L. Rai,Akshay Kumar,True,Verify if romance subplot is significant enough to tag as has_romance
Natchathiram Nagargirathu,2022,Tamil,drama,"romance, drama, musical",Pa. Ranjith,Dushara Vijayan,False,Verify if romance subplot is significant enough to tag as has_romance
Oke Oka Jeevitham,2022,Telugu,drama,"drama, sci-fi, romance, comedy",Shree Karthick,Sharwanand,True,Verify if romance subplot is significant enough to tag as has_romance
Viruman,2022,Tamil,drama,"action, drama, romance, family",M. Muthaiah,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Natchathiram Nagargiradhu,2022,Tamil,drama,"drama, romance, comedy, musical",Pa. Ranjith,Kalidas Jayaram,True,Verify if romance subplot is significant enough to tag as has_romance
Dunki,2023,Hindi,drama,"comedy, drama, adventure, romance",Rajkumar Hirani,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Lust Stories 2,2023,Hindi,drama,"drama, romance",Konkona Sen Sharma,Tamannaah Bhatia,True,Verify if romance subplot is significant enough to tag as has_romance
Varisu,2023,Tamil,drama,"drama, action, comedy, family, romance",Vamsi Paidipally,Vijay,True,Verify if romance subplot is significant enough to tag as has_romance
Kho Gaye Hum Kahan,2023,Hindi,drama,"drama, comedy, romance",Arjun Varain Singh,Ananya Panday,True,Verify if romance subplot is significant enough to tag as has_romance
Bawaal,2023,Hindi,drama,"drama, romance, historical, war",Nitesh Tiwari,Varun Dhawan,True,Verify if romance subplot is significant enough to tag as has_romance
Vaathi,2023,Tamil,drama,"action, drama, romance",Venugopal Sreenivasan,Dhanush,True,Verify if romance subplot is significant enough to tag as has_romance
Meiyazhagan,2024,Tamil,drama,"drama, romance, family",C. Prem Kumar,Arvind Swamy,True,Verify if romance subplot is significant enough to tag as has_romance
Guntur Kaaram,2024,Telugu,drama,"drama, romance, family",Trivikram Srinivas,Mahesh Babu,True,Verify if romance subplot is significant enough to tag as has_romance
Family Star,2024,Telugu,drama,"drama, romance, comedy, family",Parasuram,Vijay Deverakonda,True,Verify if romance subplot is significant enough to tag as has_romance
Metro In Dino,2025,Hindi,drama,"drama, romance, comedy",Anurag Basu,Pankaj Tripathi,True,Verify if romance subplot is significant enough to tag as has_romance
Mughal-E-Azam,1960,Hindi,historical,"historical, drama, romance, musical, war",K. Asif,Dilip Kumar,False,Verify if romance subplot is significant enough to tag as has_romance
O Seeta Katha,1974,Telugu,historical,"drama, romance, historical, fantasy, musical",Bapu,Shyam,True,Verify if romance subplot is significant enough to tag as has_romance
Earth,1998,Hindi,historical,"drama, historical, romance, war",Deepa Mehta,Aamir Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Hey Ram,2000,Hindi,historical,"drama, historical, thriller, crime, romance",Kamal Haasan,Kamal Haasan,True,Verify if romance subplot is significant enough to tag as has_romance
Aśoka,2001,Hindi,historical,"action, romance, drama, historical, adventure",Santosh Sivan,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Asoka,2001,Hindi,historical,"action, romance, historical, drama, war, adventure",Santosh Sivan,Shah Rukh Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Pinjar,2003,Hindi,historical,"drama, romance, historical, war",Chandra Prakash Dwivedi,Manoj Bajpayee,False,Verify if romance subplot is significant enough to tag as has_romance
Kisna: The Warrior Poet,2005,Hindi,historical,"action, romance, drama, historical, war, adventure",Subhash Ghai,Vivek Oberoi,False,Verify if romance subplot is significant enough to tag as has_romance
Jodhaa Akbar,2008,Hindi,historical,"historical, romance, drama, action, musical",Ashutosh Gowariker,Hrithik Roshan,False,Verify if romance subplot is significant enough to tag as has_romance
Veer,2010,Hindi,historical,"action, adventure, historical, romance",Anil Sharma,Salman Khan,False,Verify if romance subplot is significant enough to tag as has_romance
Kaaviya Thalaivan,2014,Tamil,historical,"drama, historical, musical, romance",Vasantha Balan,Siddharth,True,Verify if romance subplot is significant enough to tag as has_romance
Bajirao Mastani,2015,Hindi,historical,"historical, romance, drama, war, musical, action",Sanjay Leela Bhansali,Ranveer Singh,True,Verify if romance subplot is significant enough to tag as has_romance
Kanche,2015,Telugu,historical,"war, romance, historical, drama",Krish Jagarlamudi,Varun Tej,True,Verify if romance subplot is significant enough to tag as has_romance
Mohenjo Daro,2016,Hindi,historical,"action, adventure, romance, historical, drama",Ashutosh Gowariker,Hrithik Roshan,False,Verify if romance subplot is significant enough to tag as has_romance
Rangoon,2017,Hindi,historical,"drama, romance, war, historical, thriller",Vishal Bhardwaj,Saif Ali Khan,True,Verify if romance subplot is significant enough to tag as has_romance
Padmaavat,2018,Hindi,historical,"historical, drama, romance, action, war, musical",Sanjay Leela Bhansali,Deepika Padukone,True,Verify if romance subplot is significant enough to tag as has_romance
Panipat,2019,Hindi,historical,"action, drama, historical, war, romance",Ashutosh Gowariker,Sanjay Dutt,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan: I,2022,Tamil,historical,"action, drama, historical, adventure, romance",Mani Ratnam,Karthi,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan: Part 1,2022,Tamil,historical,"action, drama, historical, adventure, romance",Mani Ratnam,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan I,2022,Tamil,historical,"action, drama, historical, adventure, romance",Mani Ratnam,Jayam Ravi,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan: Part I,2022,Tamil,historical,"action, drama, historical, adventure, romance",Mani Ratnam,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan: II,2023,Tamil,historical,"action, drama, historical, romance, adventure",Mani Ratnam,Vikram,True,Verify if romance subplot is significant enough to tag as has_romance
Ponniyin Selvan II,2023,Tamil,historical,"action, drama, historical, adventure, romance",Mani Ratnam,Jayam Ravi,True,Verify if romance subplot is significant enough to tag as has_romance
